"Subject","Block","Trial","Stim_1","Stim_2","RT","Reaction"
"mPWNL","1",115,"1","1",417,"Correct"
"mPWNL","1",116,"1","2",374,"Correct"
"mPWNL","1",117,"1","1",383,"Correct"
"mPWNL","1",118,"1","1",408,"Correct"
"mPWNL","1",119,"1","1",441,"Correct"
"mPWNL","1",120,"1","1",354,"Correct"
"mPWNL","1",121,"1","1",309,"Correct"
"mPWNL","1",122,"1","1",369,"Correct"
"mPWNL","1",123,"1","1",415,"Correct"
"mPWNL","1",124,"2","1",226,"Correct"
"mPWNL","1",125,"2","1",236,"Correct"
"mPWNL","1",126,"1","1",298,"Correct"
"mPWNL","1",127,"1","1",316,"Correct"
"mPWNL","1",128,"1","1",348,"Correct"
"mPWNL","1",129,"1","1",327,"Correct"
"mPWNL","2",1,"1","2",432,"Correct"
"mPWNL","2",2,"1","1",405,"Correct"
"mPWNL","2",3,"1","1",396,"Correct"
"mPWNL","2",4,"2","1",211,"Correct"
"mPWNL","2",5,"1","1",388,"Correct"
"mPWNL","2",6,"1","1",383,"Correct"
"mPWNL","2",7,"1","1",406,"Correct"
"mPWNL","2",8,"1","2",500,"Correct"
"mPWNL","2",9,"1","2",480,"Correct"
"mPWNL","2",10,"1","1",467,"Correct"
"mPWNL","2",11,"1","1",380,"Correct"
"mPWNL","2",12,"1","1",408,"Correct"
"mPWNL","2",13,"2","1",215,"Correct"
"mPWNL","2",14,"2","2",218,"Correct"
"mPWNL","2",15,"2","2",223,"Correct"
"mPWNL","2",16,"1","2",393,"Correct"
"mPWNL","2",17,"2","1",215,"Correct"
"mPWNL","2",18,"1","1",393,"Correct"
"mPWNL","2",19,"2","2",218,"Correct"
"mPWNL","2",20,"1","1",403,"Correct"
"mPWNL","2",21,"1","1",403,"Correct"
"mPWNL","2",22,"1","1",374,"Correct"
"mPWNL","2",23,"2","1",239,"Correct"
"mPWNL","2",24,"1","1",371,"Correct"
"mPWNL","2",25,"1","1",397,"Correct"
"mPWNL","2",26,"1","1",321,"Correct"
"mPWNL","2",27,"1","1",365,"Correct"
"mPWNL","2",28,"1","1",381,"Correct"
"mPWNL","2",29,"2","2",227,"Correct"
"mPWNL","2",30,"1","1",350,"Correct"
"mPWNL","2",31,"1","1",346,"Correct"
"mPWNL","2",32,"1","1",376,"Correct"
"mPWNL","2",33,"1","1",396,"Correct"
"mPWNL","2",34,"2","2",232,"Correct"
"mPWNL","2",35,"1","1",305,"Correct"
"mPWNL","2",36,"1","1",381,"Correct"
"mPWNL","2",37,"1","1",407,"Correct"
"mPWNL","2",38,"1","1",363,"Correct"
"mPWNL","2",39,"1","1",355,"Correct"
"mPWNL","2",40,"1","1",325,"Correct"
"mPWNL","2",41,"1","1",398,"Correct"
"mPWNL","2",42,"1","1",394,"Correct"
"mPWNL","2",43,"1","1",443,"Correct"
"mPWNL","2",44,"1","1",392,"Correct"
"mPWNL","2",45,"1","1",404,"Correct"
"mPWNL","2",46,"1","1",453,"Correct"
"mPWNL","2",47,"1","1",466,"Correct"
"mPWNL","2",48,"2","2",242,"Correct"
"mPWNL","2",49,"1","1",367,"Correct"
"mPWNL","2",50,"1","1",353,"Correct"
"mPWNL","2",51,"1","1",289,"Correct"
"mPWNL","2",52,"1","1",347,"Correct"
"mPWNL","2",53,"1","1",349,"Correct"
"mPWNL","2",54,"1","1",306,"Correct"
"mPWNL","2",55,"2","2",245,"Correct"
"mPWNL","2",56,"1","1",304,"Correct"
"mPWNL","2",57,"2","1",234,"Correct"
"mPWNL","2",58,"1","2",415,"Correct"
"mPWNL","2",59,"1","1",319,"Correct"
"mPWNL","2",60,"1","1",340,"Correct"
"mPWNL","2",61,"1","2",463,"Correct"
"mPWNL","2",62,"2","1",218,"Correct"
"mPWNL","2",63,"1","1",288,"Correct"
"mPWNL","2",64,"1","1",334,"Correct"
"mPWNL","2",65,"1","2",490,"Correct"
"mPWNL","2",66,"1","1",384,"Correct"
"mPWNL","2",67,"1","2",524,"Correct"
"mPWNL","2",68,"2","1",205,"Correct"
"mPWNL","2",69,"2","1",156,"Correct"
"mPWNL","2",70,"1","1",311,"Correct"
"mPWNL","2",71,"1","1",350,"Correct"
"mPWNL","2",72,"1","1",393,"Correct"
"mPWNL","2",73,"2","1",219,"Correct"
"mPWNL","2",74,"1","2",411,"Correct"
"mPWNL","2",75,"1","1",335,"Correct"
"mPWNL","2",76,"1","1",374,"Correct"
"mPWNL","2",77,"1","1",354,"Correct"
"mPWNL","2",78,"1","1",365,"Correct"
"mPWNL","2",79,"1","1",352,"Correct"
"mPWNL","2",80,"2","2",362,"Correct"
"mPWNL","2",81,"1","1",347,"Correct"
"mPWNL","2",82,"1","2",423,"Correct"
"mPWNL","2",83,"1","1",277,"Correct"
"mPWNL","2",84,"1","1",294,"Correct"
"mPWNL","2",85,"2","2",202,"Correct"
"mPWNL","2",86,"1","1",367,"Correct"
"mPWNL","2",87,"1","1",327,"Correct"
"mPWNL","2",88,"1","1",305,"Correct"
"mPWNL","2",89,"1","1",386,"Correct"
"mPWNL","2",90,"2","1",236,"Correct"
"mPWNL","2",91,"1","1",378,"Correct"
"mPWNL","2",92,"1","1",358,"Correct"
"mPWNL","2",93,"1","1",476,"Correct"
"mPWNL","2",94,"2","1",137,"Correct"
"mPWNL","2",95,"2","1",236,"Correct"
"mPWNL","2",96,"1","1",361,"Correct"
"mPWNL","2",97,"2","2",209,"Correct"
"mPWNL","2",98,"1","1",316,"Correct"
"mPWNL","2",99,"1","1",345,"Correct"
"mPWNL","2",100,"1","1",381,"Correct"
"mPWNL","2",101,"1","1",322,"Correct"
"mPWNL","2",102,"1","2",435,"Correct"
"mPWNL","2",103,"1","1",427,"Correct"
"mPWNL","2",104,"1","1",453,"Correct"
"mPWNL","2",105,"1","1",381,"Correct"
"mPWNL","2",106,"1","1",351,"Correct"
"mPWNL","2",107,"1","1",334,"Correct"
"mPWNL","2",108,"1","1",354,"Correct"
"mPWNL","2",109,"1","1",337,"Correct"
"mPWNL","2",110,"1","1",373,"Correct"
"mPWNL","2",111,"1","1",386,"Correct"
"mPWNL","2",112,"1","1",363,"Correct"
"mPWNL","2",113,"1","1",352,"Correct"
"mPWNL","2",114,"2","1",213,"Correct"
"mPWNL","2",115,"1","1",369,"Correct"
"mPWNL","2",116,"1","2",442,"Correct"
"mPWNL","2",117,"1","1",299,"Correct"
"mPWNL","2",118,"2","2",221,"Correct"
"mPWNL","2",119,"1","1",303,"Correct"
"mPWNL","2",120,"2","2",257,"Correct"
"mPWNL","2",121,"1","1",344,"Correct"
"mPWNL","2",122,"1","1",335,"Correct"
"mPWNL","2",123,"1","1",309,"Correct"
"mPWNL","2",124,"1","1",285,"Correct"
"mPWNL","2",125,"1","1",291,"Correct"
"mPWNL","2",126,"1","1",382,"Correct"
"mPWNL","2",127,"1","2",391,"Correct"
"mPWNL","2",128,"1","1",328,"Correct"
"mPWNL","2",129,"2","2",226,"Correct"
"RNg57","1",1,"1","1",369,"Correct"
"RNg57","1",2,"1","1",448,"Correct"
"RNg57","1",3,"1","1",433,"Incorrect"
"RNg57","1",4,"1","1",412,"Correct"
"RNg57","1",5,"2","1",227,"Correct"
"RNg57","1",6,"1","1",350,"Correct"
"RNg57","1",7,"1","1",515,"Correct"
"RNg57","1",8,"1","2",507,"Correct"
"RNg57","1",9,"1","1",398,"Correct"
"RNg57","1",10,"1","1",456,"Correct"
"RNg57","1",11,"1","1",353,"Correct"
"RNg57","1",12,"2","1",283,"Correct"
"RNg57","1",13,"1","1",351,"Correct"
"RNg57","1",14,"1","2",537,"Incorrect"
"RNg57","1",15,"2","2",202,"Correct"
"RNg57","1",16,"1","1",339,"Correct"
"RNg57","1",17,"1","1",413,"Correct"
"RNg57","1",18,"1","1",416,"Correct"
"RNg57","1",19,"1","1",398,"Correct"
"RNg57","1",20,"1","1",336,"Correct"
"RNg57","1",21,"1","1",427,"Correct"
"RNg57","1",22,"1","2",695,"Correct"
"RNg57","1",23,"1","1",400,"Correct"
"RNg57","1",24,"1","2",0,"Too Slow"
"RNg57","1",25,"1","1",394,"Correct"
"RNg57","1",26,"2","1",249,"Correct"
"RNg57","1",27,"1","1",363,"Correct"
"RNg57","1",28,"1","1",464,"Correct"
"RNg57","1",29,"2","1",245,"Correct"
"RNg57","1",30,"1","1",366,"Correct"
"RNg57","1",31,"1","1",488,"Correct"
"RNg57","1",32,"1","2",580,"Correct"
"RNg57","1",33,"2","1",260,"Correct"
"RNg57","1",34,"1","1",393,"Correct"
"RNg57","1",35,"2","2",208,"Correct"
"RNg57","1",36,"1","1",322,"Correct"
"RNg57","1",37,"1","1",338,"Correct"
"RNg57","1",38,"1","1",591,"Correct"
"RNg57","1",39,"1","2",507,"Correct"
"RNg57","1",40,"1","1",352,"Correct"
"RNg57","1",41,"1","1",344,"Correct"
"RNg57","1",42,"1","1",331,"Correct"
"RNg57","1",43,"2","2",257,"Correct"
"RNg57","1",44,"1","1",489,"Correct"
"RNg57","1",45,"1","2",479,"Correct"
"RNg57","1",46,"2","1",255,"Correct"
"RNg57","1",47,"1","1",488,"Correct"
"RNg57","1",48,"1","1",527,"Correct"
"RNg57","1",49,"1","2",492,"Correct"
"RNg57","1",50,"1","1",310,"Correct"
"RNg57","1",51,"1","1",548,"Correct"
"RNg57","1",52,"1","1",442,"Correct"
"RNg57","1",53,"2","2",255,"Correct"
"RNg57","1",54,"2","2",236,"Correct"
"RNg57","1",55,"1","1",345,"Correct"
"RNg57","1",56,"1","1",484,"Correct"
"RNg57","1",57,"1","1",369,"Correct"
"RNg57","1",58,"1","1",370,"Correct"
"RNg57","1",59,"1","1",444,"Correct"
"RNg57","1",60,"1","1",484,"Correct"
"RNg57","1",61,"1","1",471,"Correct"
"RNg57","1",62,"1","1",449,"Correct"
"RNg57","1",63,"1","1",399,"Correct"
"RNg57","1",64,"2","1",296,"Correct"
"RNg57","1",65,"2","2",267,"Correct"
"RNg57","1",66,"1","1",357,"Correct"
"RNg57","1",67,"1","2",534,"Correct"
"RNg57","1",68,"2","1",203,"Correct"
"RNg57","1",69,"1","1",332,"Correct"
"RNg57","1",70,"2","2",230,"Correct"
"RNg57","1",71,"1","1",354,"Correct"
"RNg57","1",72,"1","2",484,"Correct"
"RNg57","1",73,"1","1",349,"Correct"
"RNg57","1",74,"1","1",447,"Correct"
"RNg57","1",75,"1","1",339,"Correct"
"RNg57","1",76,"1","1",375,"Correct"
"RNg57","1",77,"1","1",378,"Correct"
"RNg57","1",78,"2","1",277,"Correct"
"RNg57","1",79,"1","1",427,"Correct"
"RNg57","1",80,"1","1",326,"Correct"
"RNg57","1",81,"1","1",428,"Correct"
"RNg57","1",82,"1","1",374,"Correct"
"RNg57","1",83,"1","1",352,"Correct"
"RNg57","1",84,"1","1",356,"Correct"
"RNg57","1",85,"1","1",303,"Correct"
"RNg57","1",86,"1","1",410,"Correct"
"RNg57","1",87,"1","1",337,"Correct"
"RNg57","1",88,"1","1",372,"Correct"
"RNg57","1",89,"2","1",246,"Correct"
"RNg57","1",90,"1","1",330,"Correct"
"RNg57","1",91,"1","1",459,"Correct"
"RNg57","1",92,"2","2",193,"Correct"
"RNg57","1",93,"1","2",561,"Correct"
"RNg57","1",94,"1","1",339,"Correct"
"RNg57","1",95,"1","1",370,"Correct"
"RNg57","1",96,"1","1",503,"Correct"
"RNg57","1",97,"1","2",610,"Correct"
"RNg57","1",98,"1","1",396,"Correct"
"RNg57","1",99,"2","2",215,"Correct"
"RNg57","1",100,"1","1",218,"Correct"
"RNg57","1",101,"1","1",547,"Correct"
"RNg57","1",102,"2","2",251,"Correct"
"RNg57","1",103,"1","1",416,"Correct"
"RNg57","1",104,"1","1",305,"Correct"
"RNg57","1",105,"1","1",292,"Correct"
"RNg57","1",106,"2","1",212,"Correct"
"RNg57","1",107,"1","1",335,"Correct"
"RNg57","1",108,"1","1",313,"Correct"
"RNg57","1",109,"1","1",258,"Correct"
"RNg57","1",110,"2","2",256,"Correct"
"RNg57","1",111,"2","2",325,"Correct"
"RNg57","1",112,"1","1",534,"Incorrect"
"RNg57","1",113,"2","2",349,"Correct"
"RNg57","1",114,"1","1",333,"Correct"
"RNg57","1",115,"1","1",274,"Correct"
"RNg57","1",116,"1","2",476,"Correct"
"RNg57","1",117,"1","1",355,"Correct"
"RNg57","1",118,"1","1",414,"Correct"
"RNg57","1",119,"1","1",303,"Correct"
"RNg57","1",120,"1","1",321,"Correct"
"RNg57","1",121,"1","1",398,"Correct"
"RNg57","1",122,"1","1",385,"Correct"
"RNg57","1",123,"1","1",372,"Correct"
"RNg57","1",124,"2","1",376,"Correct"
"RNg57","1",125,"2","1",331,"Correct"
"RNg57","1",126,"1","1",284,"Correct"
"RNg57","1",127,"1","1",309,"Correct"
"RNg57","1",128,"1","1",328,"Correct"
"RNg57","1",129,"1","1",415,"Correct"
"RNg57","2",1,"1","2",369,"Too Slow"
"RNg57","2",2,"1","1",543,"Correct"
"RNg57","2",3,"1","1",377,"Correct"
"RNg57","2",4,"2","1",339,"Correct"
"RNg57","2",5,"1","1",378,"Correct"
"RNg57","2",6,"1","1",325,"Correct"
"RNg57","2",7,"1","1",325,"Correct"
"RNg57","2",8,"1","2",503,"Correct"
"RNg57","2",9,"1","2",552,"Correct"
"RNg57","2",10,"1","1",406,"Correct"
"RNg57","2",11,"1","1",411,"Correct"
"RNg57","2",12,"1","1",292,"Correct"
"RNg57","2",13,"2","1",247,"Correct"
"RNg57","2",14,"2","2",259,"Correct"
"RNg57","2",15,"2","2",255,"Correct"
"RNg57","2",16,"1","2",568,"Correct"
"RNg57","2",17,"2","1",298,"Correct"
"RNg57","2",18,"1","1",272,"Correct"
"RNg57","2",19,"2","2",264,"Correct"
"RNg57","2",20,"1","1",349,"Correct"
"RNg57","2",21,"1","1",351,"Correct"
"RNg57","2",22,"1","1",282,"Correct"
"RNg57","2",23,"2","1",305,"Correct"
"RNg57","2",24,"1","1",389,"Correct"
"RNg57","2",25,"1","1",350,"Correct"
"RNg57","2",26,"1","1",301,"Correct"
"RNg57","2",27,"1","1",359,"Correct"
"RNg57","2",28,"1","1",280,"Correct"
"RNg57","2",29,"2","2",293,"Correct"
"RNg57","2",30,"1","1",393,"Correct"
"RNg57","2",31,"1","1",338,"Correct"
"RNg57","2",32,"1","1",319,"Correct"
"RNg57","2",33,"1","1",450,"Correct"
"RNg57","2",34,"2","2",322,"Correct"
"RNg57","2",35,"1","1",450,"Correct"
"RNg57","2",36,"1","1",287,"Correct"
"RNg57","2",37,"1","1",335,"Correct"
"RNg57","2",38,"1","1",315,"Correct"
"RNg57","2",39,"1","1",330,"Correct"
"RNg57","2",40,"1","1",415,"Correct"
"RNg57","2",41,"1","1",433,"Correct"
"RNg57","2",42,"1","1",276,"Correct"
"RNg57","2",43,"1","1",302,"Correct"
"RNg57","2",44,"1","1",271,"Correct"
"RNg57","2",45,"1","1",439,"Correct"
"RNg57","2",46,"1","1",290,"Correct"
"RNg57","2",47,"1","1",490,"Correct"
"RNg57","2",48,"2","2",366,"Correct"
"RNg57","2",49,"1","1",366,"Correct"
"RNg57","2",50,"1","1",511,"Correct"
"RNg57","2",51,"1","1",399,"Correct"
"RNg57","2",52,"1","1",287,"Correct"
"RNg57","2",53,"1","1",296,"Correct"
"RNg57","2",54,"1","1",278,"Correct"
"RNg57","2",55,"2","2",305,"Correct"
"RNg57","2",56,"1","1",516,"Correct"
"RNg57","2",57,"2","1",268,"Correct"
"RNg57","2",58,"1","2",224,"Incorrect"
"RNg57","2",59,"1","1",364,"Correct"
"RNg57","2",60,"1","1",396,"Incorrect"
"RNg57","2",61,"1","2",533,"Correct"
"RNg57","2",62,"2","1",301,"Correct"
"RNg57","2",63,"1","1",339,"Correct"
"RNg57","2",64,"1","1",340,"Correct"
"RNg57","2",65,"1","2",434,"Correct"
"RNg57","2",66,"1","1",350,"Correct"
"RNg57","2",67,"1","2",485,"Correct"
"RNg57","2",68,"2","1",295,"Correct"
"RNg57","2",69,"2","1",360,"Correct"
"RNg57","2",70,"1","1",334,"Correct"
"RNg57","2",71,"1","1",318,"Correct"
"RNg57","2",72,"1","1",298,"Correct"
"RNg57","2",73,"2","1",253,"Correct"
"RNg57","2",74,"1","2",447,"Correct"
"RNg57","2",75,"1","1",344,"Correct"
"RNg57","2",76,"1","1",379,"Correct"
"RNg57","2",77,"1","1",344,"Correct"
"RNg57","2",78,"1","1",426,"Correct"
"RNg57","2",79,"1","1",295,"Correct"
"RNg57","2",80,"2","2",282,"Correct"
"RNg57","2",81,"1","1",420,"Correct"
"RNg57","2",82,"1","2",548,"Correct"
"RNg57","2",83,"1","1",431,"Correct"
"RNg57","2",84,"1","1",361,"Correct"
"RNg57","2",85,"2","2",302,"Correct"
"RNg57","2",86,"1","1",416,"Correct"
"RNg57","2",87,"1","1",375,"Correct"
"RNg57","2",88,"1","1",375,"Correct"
"RNg57","2",89,"1","1",363,"Correct"
"RNg57","2",90,"2","1",251,"Correct"
"RNg57","2",91,"1","1",346,"Correct"
"RNg57","2",92,"1","1",299,"Correct"
"RNg57","2",93,"1","1",391,"Correct"
"RNg57","2",94,"2","1",338,"Correct"
"RNg57","2",95,"2","1",506,"Correct"
"RNg57","2",96,"1","1",256,"Correct"
"RNg57","2",97,"2","2",314,"Correct"
"RNg57","2",98,"1","1",372,"Correct"
"RNg57","2",99,"1","1",311,"Correct"
"RNg57","2",100,"1","1",336,"Correct"
"RNg57","2",101,"1","1",361,"Correct"
"RNg57","2",102,"1","2",492,"Correct"
"RNg57","2",103,"1","1",373,"Correct"
"RNg57","2",104,"1","1",501,"Incorrect"
"RNg57","2",105,"1","1",415,"Correct"
"RNg57","2",106,"1","1",482,"Correct"
"RNg57","2",107,"1","1",412,"Correct"
"RNg57","2",108,"1","1",422,"Correct"
"RNg57","2",109,"1","1",308,"Correct"
"RNg57","2",110,"1","1",313,"Correct"
"RNg57","2",111,"1","1",382,"Correct"
"RNg57","2",112,"1","1",353,"Correct"
"RNg57","2",113,"1","1",293,"Correct"
"RNg57","2",114,"2","1",237,"Correct"
"RNg57","2",115,"1","1",319,"Correct"
"RNg57","2",116,"1","2",514,"Correct"
"RNg57","2",117,"1","1",324,"Correct"
"RNg57","2",118,"2","2",277,"Correct"
"RNg57","2",119,"1","1",312,"Correct"
"RNg57","2",120,"2","2",219,"Correct"
"RNg57","2",121,"1","1",306,"Correct"
"RNg57","2",122,"1","1",410,"Correct"
"RNg57","2",123,"1","1",289,"Correct"
"RNg57","2",124,"1","1",384,"Correct"
"RNg57","2",125,"1","1",336,"Correct"
"RNg57","2",126,"1","1",321,"Correct"
"RNg57","2",127,"1","2",354,"Incorrect"
"RNg57","2",128,"1","1",328,"Too Slow"
"RNg57","2",129,"2","2",237,"Correct"
"F252w","1",1,"1","1",262,"Correct"
"F252w","1",2,"1","1",269,"Correct"
"F252w","1",3,"1","1",246,"Correct"
"F252w","1",4,"1","1",272,"Correct"
"F252w","1",5,"2","1",656,"Correct"
"F252w","1",6,"1","1",425,"Correct"
"F252w","1",7,"1","1",522,"Correct"
"F252w","1",8,"1","2",562,"Correct"
"F252w","1",9,"1","1",725,"Correct"
"F252w","1",10,"1","1",302,"Correct"
"F252w","1",11,"1","1",342,"Correct"
"F252w","1",12,"2","1",300,"Correct"
"F252w","1",13,"1","1",488,"Correct"
"F252w","1",14,"1","2",288,"Correct"
"F252w","1",15,"2","2",221,"Correct"
"F252w","1",16,"1","1",396,"Correct"
"F252w","1",17,"1","1",450,"Correct"
"F252w","1",18,"1","1",440,"Correct"
"F252w","1",19,"1","1",350,"Correct"
"F252w","1",20,"1","1",317,"Correct"
"F252w","1",21,"1","1",297,"Correct"
"F252w","1",22,"1","2",425,"Correct"
"F252w","1",23,"1","1",417,"Correct"
"F252w","1",24,"1","2",530,"Correct"
"F252w","1",25,"1","1",536,"Correct"
"F252w","1",26,"2","1",0,"Too Slow"
"F252w","1",27,"1","1",474,"Correct"
"F252w","1",28,"1","1",292,"Correct"
"F252w","1",29,"2","1",273,"Correct"
"F252w","1",30,"1","1",274,"Correct"
"F252w","1",31,"1","1",295,"Correct"
"F252w","1",32,"1","2",423,"Correct"
"F252w","1",33,"2","1",447,"Correct"
"F252w","1",34,"1","1",322,"Correct"
"F252w","1",35,"2","2",358,"Correct"
"F252w","1",36,"1","1",497,"Correct"
"F252w","1",37,"1","1",0,"Too Slow"
"F252w","1",38,"1","1",338,"Correct"
"F252w","1",39,"1","2",460,"Correct"
"F252w","1",40,"1","1",340,"Correct"
"F252w","1",41,"1","1",368,"Correct"
"F252w","1",42,"1","1",444,"Correct"
"F252w","1",43,"2","2",567,"Correct"
"F252w","1",44,"1","1",388,"Correct"
"F252w","1",45,"1","2",494,"Correct"
"F252w","1",46,"2","1",638,"Correct"
"F252w","1",47,"1","1",544,"Correct"
"F252w","1",48,"1","1",642,"Correct"
"F252w","1",49,"1","2",516,"Correct"
"F252w","1",50,"1","1",459,"Correct"
"F252w","1",51,"1","1",507,"Correct"
"F252w","1",52,"1","1",543,"Correct"
"F252w","1",53,"2","2",0,"Too Slow"
"F252w","1",54,"2","2",551,"Correct"
"F252w","1",55,"1","1",369,"Correct"
"F252w","1",56,"1","1",462,"Incorrect"
"F252w","1",57,"1","1",590,"Correct"
"F252w","1",58,"1","1",466,"Correct"
"F252w","1",59,"1","1",437,"Correct"
"F252w","1",60,"1","1",394,"Correct"
"F252w","1",61,"1","1",379,"Correct"
"F252w","1",62,"1","1",308,"Correct"
"F252w","1",63,"1","1",234,"Correct"
"F252w","1",64,"2","1",517,"Correct"
"F252w","1",65,"2","2",466,"Correct"
"F252w","1",66,"1","1",730,"Correct"
"F252w","1",67,"1","2",492,"Correct"
"F252w","1",68,"2","1",237,"Correct"
"F252w","1",69,"1","1",381,"Correct"
"F252w","1",70,"2","2",500,"Correct"
"F252w","1",71,"1","1",450,"Correct"
"F252w","1",72,"1","2",627,"Correct"
"F252w","1",73,"1","1",620,"Correct"
"F252w","1",74,"1","1",540,"Correct"
"F252w","1",75,"1","1",422,"Correct"
"F252w","1",76,"1","1",0,"Too Slow"
"F252w","1",77,"1","1",539,"Correct"
"F252w","1",78,"2","1",0,"Too Slow"
"F252w","1",79,"1","1",225,"Correct"
"F252w","1",80,"1","1",266,"Correct"
"F252w","1",81,"1","1",316,"Correct"
"F252w","1",82,"1","1",311,"Correct"
"F252w","1",83,"1","1",370,"Correct"
"F252w","1",84,"1","1",328,"Correct"
"F252w","1",85,"1","1",224,"Correct"
"F252w","1",86,"1","1",304,"Correct"
"F252w","1",87,"1","1",291,"Correct"
"F252w","1",88,"1","1",369,"Correct"
"F252w","1",89,"2","1",473,"Incorrect"
"F252w","1",90,"1","1",337,"Correct"
"F252w","1",91,"1","1",397,"Correct"
"F252w","1",92,"2","2",265,"Correct"
"F252w","1",93,"1","2",582,"Correct"
"F252w","1",94,"1","1",459,"Correct"
"F252w","1",95,"1","1",407,"Correct"
"F252w","1",96,"1","1",325,"Correct"
"F252w","1",97,"1","2",404,"Correct"
"F252w","1",98,"1","1",308,"Correct"
"F252w","1",99,"2","2",239,"Correct"
"F252w","1",100,"1","1",486,"Correct"
"F252w","1",101,"1","1",297,"Correct"
"F252w","1",102,"2","2",198,"Correct"
"F252w","1",103,"1","1",224,"Correct"
"F252w","1",104,"1","1",377,"Correct"
"F252w","1",105,"1","1",381,"Correct"
"F252w","1",106,"2","1",222,"Correct"
"F252w","1",107,"1","1",266,"Correct"
"F252w","1",108,"1","1",276,"Correct"
"F252w","1",109,"1","1",343,"Correct"
"F252w","1",110,"2","2",320,"Correct"
"F252w","1",111,"2","2",511,"Correct"
"F252w","1",112,"1","1",378,"Correct"
"F252w","1",113,"2","2",524,"Correct"
"F252w","1",114,"1","1",525,"Correct"
"F252w","1",115,"1","1",431,"Correct"
"F252w","1",116,"1","2",522,"Correct"
"F252w","1",117,"1","1",393,"Correct"
"F252w","1",118,"1","1",270,"Correct"
"F252w","1",119,"1","1",437,"Correct"
"F252w","1",120,"1","1",393,"Correct"
"F252w","1",121,"1","1",301,"Correct"
"F252w","1",122,"1","1",449,"Correct"
"F252w","1",123,"1","1",468,"Correct"
"F252w","1",124,"2","1",370,"Correct"
"F252w","1",125,"2","1",297,"Correct"
"F252w","1",126,"1","1",489,"Correct"
"F252w","1",127,"1","1",461,"Correct"
"F252w","1",128,"1","1",354,"Correct"
"F252w","1",129,"1","1",443,"Correct"
"F252w","2",1,"1","2",347,"Incorrect"
"F252w","2",2,"1","1",335,"Correct"
"F252w","2",3,"1","1",288,"Correct"
"F252w","2",4,"2","1",364,"Correct"
"F252w","2",5,"1","1",386,"Correct"
"F252w","2",6,"1","1",425,"Too Slow"
"F252w","2",7,"1","1",522,"Too Slow"
"F252w","2",8,"1","2",502,"Correct"
"F252w","2",9,"1","2",520,"Correct"
"F252w","2",10,"1","1",497,"Incorrect"
"F252w","2",11,"1","1",380,"Correct"
"F252w","2",12,"1","1",356,"Correct"
"F252w","2",13,"2","1",491,"Correct"
"F252w","2",14,"2","2",409,"Correct"
"F252w","2",15,"2","2",370,"Correct"
"F252w","2",16,"1","2",483,"Correct"
"F252w","2",17,"2","1",216,"Correct"
"F252w","2",18,"1","1",723,"Incorrect"
"F252w","2",19,"2","2",438,"Correct"
"F252w","2",20,"1","1",469,"Correct"
"F252w","2",21,"1","1",479,"Correct"
"F252w","2",22,"1","1",424,"Correct"
"F252w","2",23,"2","1",297,"Correct"
"F252w","2",24,"1","1",361,"Correct"
"F252w","2",25,"1","1",559,"Correct"
"F252w","2",26,"1","1",448,"Correct"
"F252w","2",27,"1","1",426,"Correct"
"F252w","2",28,"1","1",638,"Correct"
"F252w","2",29,"2","2",256,"Correct"
"F252w","2",30,"1","1",273,"Correct"
"F252w","2",31,"1","1",354,"Correct"
"F252w","2",32,"1","1",525,"Correct"
"F252w","2",33,"1","1",477,"Correct"
"F252w","2",34,"2","2",234,"Correct"
"F252w","2",35,"1","1",387,"Correct"
"F252w","2",36,"1","1",303,"Correct"
"F252w","2",37,"1","1",376,"Correct"
"F252w","2",38,"1","1",379,"Correct"
"F252w","2",39,"1","1",349,"Correct"
"F252w","2",40,"1","1",301,"Correct"
"F252w","2",41,"1","1",278,"Correct"
"F252w","2",42,"1","1",346,"Correct"
"F252w","2",43,"1","1",307,"Correct"
"F252w","2",44,"1","1",264,"Correct"
"F252w","2",45,"1","1",404,"Correct"
"F252w","2",46,"1","1",386,"Correct"
"F252w","2",47,"1","1",312,"Correct"
"F252w","2",48,"2","2",295,"Correct"
"F252w","2",49,"1","1",228,"Correct"
"F252w","2",50,"1","1",401,"Correct"
"F252w","2",51,"1","1",368,"Correct"
"F252w","2",52,"1","1",404,"Correct"
"F252w","2",53,"1","1",316,"Correct"
"F252w","2",54,"1","1",234,"Correct"
"F252w","2",55,"2","2",386,"Correct"
"F252w","2",56,"1","1",235,"Correct"
"F252w","2",57,"2","1",333,"Correct"
"F252w","2",58,"1","2",488,"Correct"
"F252w","2",59,"1","1",244,"Correct"
"F252w","2",60,"1","1",365,"Correct"
"F252w","2",61,"1","2",292,"Incorrect"
"F252w","2",62,"2","1",236,"Correct"
"F252w","2",63,"1","1",295,"Correct"
"F252w","2",64,"1","1",324,"Correct"
"F252w","2",65,"1","2",453,"Correct"
"F252w","2",66,"1","1",485,"Correct"
"F252w","2",67,"1","2",536,"Correct"
"F252w","2",68,"2","1",538,"Correct"
"F252w","2",69,"2","1",381,"Too Slow"
"F252w","2",70,"1","1",303,"Correct"
"F252w","2",71,"1","1",338,"Correct"
"F252w","2",72,"1","1",292,"Correct"
"F252w","2",73,"2","1",192,"Correct"
"F252w","2",74,"1","2",216,"Incorrect"
"F252w","2",75,"1","1",361,"Incorrect"
"F252w","2",76,"1","1",336,"Correct"
